"SUID","coexpression","cooccurrence","databases","experiments","fusion","interaction","interspecies","name","neighborhood","score","selected","shared interaction","shared name","textmining" 
"28058","0.062",,,,,"pp",,"COL9A1 (pp) SPON1",,"0.415","false","pp","COL9A1 (pp) SPON1","0.402"
"28059",,,"0.9",,,"pp",,"CEACAM3 (pp) DNAJC5",,"0.9","false","pp","CEACAM3 (pp) DNAJC5",
"28060",,,"0.9",,,"pp",,"CEACAM3 (pp) TMEM63A",,"0.9","false","pp","CEACAM3 (pp) TMEM63A",
"28061","0.354",,,"0.379",,"pp",,"CEACAM3 (pp) S100A8",,"0.611","false","pp","CEACAM3 (pp) S100A8","0.11"
"28062","0.451",,,,,"pp",,"CEACAM3 (pp) S100A12",,"0.468","false","pp","CEACAM3 (pp) S100A12","0.072"
"28063",,,,"0.379",,"pp",,"CEACAM3 (pp) SRC",,"0.517","false","pp","CEACAM3 (pp) SRC","0.255"
"28064","0.14",,"0.9",,,"pp",,"CEACAM3 (pp) TNFRSF1B",,"0.91","false","pp","CEACAM3 (pp) TNFRSF1B",
"28065",,,"0.9",,,"pp",,"CEACAM3 (pp) SLC2A5",,"0.9","false","pp","CEACAM3 (pp) SLC2A5",
"28066","0.187",,"0.9",,,"pp",,"CEACAM3 (pp) CYBB",,"0.915","false","pp","CEACAM3 (pp) CYBB",
"28067","0.098",,"0.9",,,"pp",,"CEACAM3 (pp) LAIR1",,"0.905","false","pp","CEACAM3 (pp) LAIR1",
"28068","0.177",,"0.9",,,"pp",,"CEACAM3 (pp) ITGB2",,"0.917","false","pp","CEACAM3 (pp) ITGB2","0.073"
"28069","0.088",,"0.9",,,"pp",,"CEACAM3 (pp) CD36",,"0.904","false","pp","CEACAM3 (pp) CD36",
"28070","0.432",,,,,"pp",,"CEACAM3 (pp) FCGR3B",,"0.503","false","pp","CEACAM3 (pp) FCGR3B","0.162"
"28071","0.215",,"0.9",,,"pp",,"CEACAM3 (pp) ITGAM",,"0.923","false","pp","CEACAM3 (pp) ITGAM","0.104"
"28072","0.276",,,,,"pp",,"CEACAM3 (pp) HCK",,"0.467","false","pp","CEACAM3 (pp) HCK","0.295"
"28073","0.207",,"0.9",,,"pp",,"CEACAM3 (pp) GPR84",,"0.917","false","pp","CEACAM3 (pp) GPR84",
"28074","0.141",,"0.9",,,"pp",,"CEACAM3 (pp) ADAM8",,"0.91","false","pp","CEACAM3 (pp) ADAM8",
"28075","0.327",,"0.9",,,"pp",,"CEACAM3 (pp) FPR2",,"0.929","false","pp","CEACAM3 (pp) FPR2",
"28076","0.181",,"0.9",,,"pp",,"CEACAM3 (pp) RAB44",,"0.914","false","pp","CEACAM3 (pp) RAB44",
"28077",,,"0.9",,,"pp",,"SSTR2 (pp) CX3CR1",,"0.9","false","pp","SSTR2 (pp) CX3CR1","0.042"
"28078",,,"0.9",,,"pp",,"SSTR2 (pp) CXCL9",,"0.9","false","pp","SSTR2 (pp) CXCL9",
"28079",,,"0.9",,,"pp",,"SSTR2 (pp) SUCNR1",,"0.901","false","pp","SSTR2 (pp) SUCNR1","0.055"
"28080",,,"0.9",,,"pp",,"SSTR2 (pp) RXFP4",,"0.903","false","pp","SSTR2 (pp) RXFP4","0.073"
"28081",,,"0.9",,,"pp",,"SSTR2 (pp) ADORA3",,"0.906","false","pp","SSTR2 (pp) ADORA3","0.105"
"28082","0.062",,"0.9",,,"pp",,"SSTR2 (pp) CXCR3",,"0.902","false","pp","SSTR2 (pp) CXCR3",
"28083",,,"0.9",,,"pp",,"SSTR2 (pp) LPAR1",,"0.901","false","pp","SSTR2 (pp) LPAR1","0.059"
"28084",,,"0.9",,,"pp",,"SSTR2 (pp) GPSM3",,"0.9","false","pp","SSTR2 (pp) GPSM3",
"28085",,,"0.9",,,"pp",,"SSTR2 (pp) GPR183",,"0.9","false","pp","SSTR2 (pp) GPR183",
"28086",,,"0.9",,,"pp",,"SSTR2 (pp) ANXA1",,"0.9","false","pp","SSTR2 (pp) ANXA1","0.041"
"28087",,,"0.9",,,"pp",,"SSTR2 (pp) OXER1",,"0.902","false","pp","SSTR2 (pp) OXER1","0.066"
"28088",,,"0.9",,,"pp",,"SSTR2 (pp) HCAR2",,"0.9","false","pp","SSTR2 (pp) HCAR2","0.047"
"28089","0.063",,"0.9","0.06",,"pp",,"SSTR2 (pp) ADCY7",,"0.91","false","pp","SSTR2 (pp) ADCY7","0.101"
"28090",,,"0.9",,,"pp",,"SSTR2 (pp) PSAP",,"0.9","false","pp","SSTR2 (pp) PSAP",
"28091","0.055",,"0.9",,,"pp",,"SSTR2 (pp) POMC",,"0.957","false","pp","SSTR2 (pp) POMC","0.585"
"28092",,,"0.9",,,"pp",,"SSTR2 (pp) CXCR4",,"0.906","false","pp","SSTR2 (pp) CXCR4","0.099"
"28093",,,,,,"pp",,"SSTR2 (pp) TNF",,"0.491","false","pp","SSTR2 (pp) TNF","0.491"
"28094",,,"0.9","0.165",,"pp",,"SSTR2 (pp) GNGT2",,"0.912","false","pp","SSTR2 (pp) GNGT2",
"28095",,,"0.9",,,"pp",,"SSTR2 (pp) HCAR3",,"0.901","false","pp","SSTR2 (pp) HCAR3","0.058"
"28096","0.061",,,,,"pp",,"SSTR2 (pp) ENO2",,"0.483","false","pp","SSTR2 (pp) ENO2","0.473"
"28097",,,"0.9",,,"pp",,"SSTR2 (pp) CCR3",,"0.9","false","pp","SSTR2 (pp) CCR3",
"28098",,,"0.9",,,"pp",,"SSTR2 (pp) BDKRB2",,"0.902","false","pp","SSTR2 (pp) BDKRB2","0.06"
"28099",,,"0.9",,,"pp",,"SSTR2 (pp) S1PR2",,"0.9","false","pp","SSTR2 (pp) S1PR2","0.048"
"28100",,,"0.9",,,"pp",,"SSTR2 (pp) FPR2",,"0.902","false","pp","SSTR2 (pp) FPR2","0.066"
"28101","0.062",,,"0.454",,"pp",,"SSTR2 (pp) SHANK2",,"0.519","false","pp","SSTR2 (pp) SHANK2","0.135"
"28102",,,"0.9",,,"pp",,"SSTR2 (pp) FPR1",,"0.906","false","pp","SSTR2 (pp) FPR1","0.107"
"28103","0.061",,"0.9","0.124",,"pp",,"SSTR2 (pp) CCL4",,"0.91","false","pp","SSTR2 (pp) CCL4",
"28104","0.061",,"0.9","0.124",,"pp",,"SSTR2 (pp) CCL4L1",,"0.91","false","pp","SSTR2 (pp) CCL4L1",
"28105",,,,,,"pp",,"ZNF816 (pp) GJB2",,"0.514","false","pp","ZNF816 (pp) GJB2","0.514"
"28106",,,,"0.05",,"pp",,"ZNF816 (pp) SERPINB8",,"0.48","false","pp","ZNF816 (pp) SERPINB8","0.476"
"28107",,,,"0.076",,"pp",,"ZNF816 (pp) CARD14",,"0.465","false","pp","ZNF816 (pp) CARD14","0.445"
"28108",,,,,,"pp",,"HMX3 (pp) TACC2",,"0.56","false","pp","HMX3 (pp) TACC2","0.56"
"28109",,,,,,"pp",,"HMX3 (pp) NSUN7",,"0.405","false","pp","HMX3 (pp) NSUN7","0.405"
"28110","0.081",,,,,"pp",,"HMX3 (pp) ABAT",,"0.4","false","pp","HMX3 (pp) ABAT","0.373"
"28111",,,,"0.324",,"pp",,"HMX3 (pp) TBX20",,"0.438","false","pp","HMX3 (pp) TBX20","0.203"
"28112",,,,,,"pp",,"TLL2 (pp) MMEL1",,"0.426","false","pp","TLL2 (pp) MMEL1","0.426"
"28113",,,,,,"pp",,"FAM3B (pp) RCAN1",,"0.504","false","pp","FAM3B (pp) RCAN1","0.504"
"28114",,,,,,"pp",,"FAM3B (pp) AMPD3",,"0.444","false","pp","FAM3B (pp) AMPD3","0.444"
"28115",,,,,,"pp",,"FAM3B (pp) MMP12",,"0.499","false","pp","FAM3B (pp) MMP12","0.499"
"28116","0.142",,,"0.17",,"pp",,"PHF8 (pp) KDM5C",,"0.78","false","pp","PHF8 (pp) KDM5C","0.716"
"28117",,,,"0.349",,"pp",,"PHF8 (pp) HIST1H4H",,"0.631","false","pp","PHF8 (pp) HIST1H4H","0.456"
"28118",,,,"0.054",,"pp",,"PHF8 (pp) DOCK4",,"0.478","false","pp","PHF8 (pp) DOCK4","0.471"
"28119",,,,"0.732",,"pp",,"PHF8 (pp) HFE",,"0.744","false","pp","PHF8 (pp) HFE","0.085"
"28120","0.097",,,,,"pp",,"CX3CR1 (pp) FCGR2B",,"0.512","false","pp","CX3CR1 (pp) FCGR2B","0.481"
"28121","0.066",,,,,"pp",,"CX3CR1 (pp) CD163",,"0.563","false","pp","CX3CR1 (pp) CD163","0.552"
"28122","0.281",,,,,"pp",,"CX3CR1 (pp) CD300A",,"0.431","false","pp","CX3CR1 (pp) CD300A","0.242"
"28123",,,"0.9",,,"pp",,"CX3CR1 (pp) CXCL9",,"0.949","false","pp","CX3CR1 (pp) CXCL9","0.515"
"28124","0.128",,,,,"pp",,"CX3CR1 (pp) TLR1",,"0.499","false","pp","CX3CR1 (pp) TLR1","0.449"
"28125","0.069",,"0.9",,,"pp",,"CX3CR1 (pp) SUCNR1",,"0.904","false","pp","CX3CR1 (pp) SUCNR1","0.051"
"28126","0.299",,,,,"pp",,"CX3CR1 (pp) FCGR3A",,"0.457","false","pp","CX3CR1 (pp) FCGR3A","0.258"
"28127",,,"0.9",,,"pp",,"CX3CR1 (pp) RXFP4",,"0.9","false","pp","CX3CR1 (pp) RXFP4","0.046"
"28128","0.185",,,,,"pp",,"CX3CR1 (pp) FCGR1A",,"0.667","false","pp","CX3CR1 (pp) FCGR1A","0.608"
"28129","0.141",,"0.9",,,"pp",,"CX3CR1 (pp) ADORA3",,"0.926","false","pp","CX3CR1 (pp) ADORA3","0.217"
"28130",,,,,,"pp",,"CX3CR1 (pp) CD40",,"0.481","false","pp","CX3CR1 (pp) CD40","0.481"
"28131","0.089",,,,,"pp",,"CX3CR1 (pp) TREM2",,"0.668","false","pp","CX3CR1 (pp) TREM2","0.651"
"28132","0.076",,"0.9",,,"pp",,"CX3CR1 (pp) CXCR3",,"0.917","false","pp","CX3CR1 (pp) CXCR3","0.179"
"28133",,,"0.9",,,"pp",,"CX3CR1 (pp) LPAR1",,"0.905","false","pp","CX3CR1 (pp) LPAR1","0.091"
"28134","0.098",,"0.9",,,"pp",,"CX3CR1 (pp) GPSM3",,"0.905","false","pp","CX3CR1 (pp) GPSM3",
"28135","0.214",,,,,"pp",,"CX3CR1 (pp) AIF1",,"0.759","false","pp","CX3CR1 (pp) AIF1","0.706"
"28136",,,,,,"pp",,"CX3CR1 (pp) FOXP3",,"0.53","false","pp","CX3CR1 (pp) FOXP3","0.53"
"28137","0.077",,"0.9",,,"pp",,"CX3CR1 (pp) GPR183",,"0.91","false","pp","CX3CR1 (pp) GPR183","0.111"
"28138",,,"0.9",,,"pp",,"CX3CR1 (pp) ANXA1",,"0.911","false","pp","CX3CR1 (pp) ANXA1","0.151"
"28139",,,"0.6",,,"pp",,"CX3CR1 (pp) CCL7",,"0.809","false","pp","CX3CR1 (pp) CCL7","0.542"
"28140","0.299",,,,,"pp",,"CX3CR1 (pp) CYBB",,"0.462","false","pp","CX3CR1 (pp) CYBB","0.265"
"28141","0.088",,"0.9",,,"pp",,"CX3CR1 (pp) OXER1",,"0.904","false","pp","CX3CR1 (pp) OXER1",
"28142","0.1",,,,,"pp",,"CX3CR1 (pp) TLR7",,"0.541","false","pp","CX3CR1 (pp) TLR7","0.511"
"28143","0.069",,"0.9",,,"pp",,"CX3CR1 (pp) HCAR2",,"0.906","false","pp","CX3CR1 (pp) HCAR2","0.073"
"28144",,,"0.6",,,"pp",,"CX3CR1 (pp) GRK5",,"0.606","false","pp","CX3CR1 (pp) GRK5","0.056"
"28145",,,"0.6",,,"pp",,"CX3CR1 (pp) CCL8",,"0.762","false","pp","CX3CR1 (pp) CCL8","0.431"
"28146",,,"0.9",,,"pp",,"CX3CR1 (pp) ADCY7",,"0.9","false","pp","CX3CR1 (pp) ADCY7",
"28147",,,"0.9",,,"pp",,"CX3CR1 (pp) PSAP",,"0.9","false","pp","CX3CR1 (pp) PSAP",
"28148","0.076",,,"0.313",,"pp",,"CX3CR1 (pp) ITGA4",,"0.536","false","pp","CX3CR1 (pp) ITGA4","0.329"
"28149","0.213",,,,,"pp",,"CX3CR1 (pp) ITGB2",,"0.421","false","pp","CX3CR1 (pp) ITGB2","0.295"
"28150","0.097",,,,,"pp",,"CX3CR1 (pp) SIRPA",,"0.521","false","pp","CX3CR1 (pp) SIRPA","0.491"
"28151",,,"0.9",,,"pp",,"CX3CR1 (pp) POMC",,"0.904","false","pp","CX3CR1 (pp) POMC","0.086"
"28152",,,,,,"pp",,"CX3CR1 (pp) IL6",,"0.792","false","pp","CX3CR1 (pp) IL6","0.792"
"28153","0.088",,"0.9",,,"pp",,"CX3CR1 (pp) CXCR4",,"0.915","false","pp","CX3CR1 (pp) CXCR4","0.144"
"28154",,,,,,"pp",,"CX3CR1 (pp) TLR6",,"0.454","false","pp","CX3CR1 (pp) TLR6","0.454"
"28155","0.05",,"0.6",,,"pp",,"CX3CR1 (pp) JAK3",,"0.629","false","pp","CX3CR1 (pp) JAK3","0.103"
"28156","0.152",,,,,"pp",,"CX3CR1 (pp) PRF1",,"0.54","false","pp","CX3CR1 (pp) PRF1","0.48"
"28157",,,,,,"pp",,"CX3CR1 (pp) TNF",,"0.609","false","pp","CX3CR1 (pp) TNF","0.609"
"28158","0.084",,"0.6",,,"pp",,"CX3CR1 (pp) ARRB2",,"0.646","false","pp","CX3CR1 (pp) ARRB2","0.111"
"28159",,,,,,"pp",,"CX3CR1 (pp) IL10",,"0.803","false","pp","CX3CR1 (pp) IL10","0.803"
"28160",,,,,,"pp",,"CX3CR1 (pp) CD200",,"0.622","false","pp","CX3CR1 (pp) CD200","0.622"
"28161","0.07",,"0.9",,,"pp",,"CX3CR1 (pp) GNGT2",,"0.904","false","pp","CX3CR1 (pp) GNGT2","0.057"
"28162","0.076",,"0.9",,,"pp",,"CX3CR1 (pp) HCAR3",,"0.903","false","pp","CX3CR1 (pp) HCAR3",
"28163",,,,,,"pp",,"CX3CR1 (pp) HIF1A",,"0.481","false","pp","CX3CR1 (pp) HIF1A","0.481"
"28164","0.07",,,,,"pp",,"CX3CR1 (pp) TLR5",,"0.513","false","pp","CX3CR1 (pp) TLR5","0.498"
"28165","0.098",,"0.9",,,"pp",,"CX3CR1 (pp) CCR3",,"0.913","false","pp","CX3CR1 (pp) CCR3","0.113"
"28166","0.213",,,,,"pp",,"CX3CR1 (pp) ITGAM",,"0.824","false","pp","CX3CR1 (pp) ITGAM","0.786"
"28167",,,"0.9",,,"pp",,"CX3CR1 (pp) BDKRB2",,"0.9","false","pp","CX3CR1 (pp) BDKRB2","0.045"
"28168","0.088",,,,,"pp",,"CX3CR1 (pp) ITGAX",,"0.769","false","pp","CX3CR1 (pp) ITGAX","0.757"
"28169","0.069",,,,,"pp",,"CX3CR1 (pp) MRC1",,"0.614","false","pp","CX3CR1 (pp) MRC1","0.603"
"28170",,,"0.9",,,"pp",,"CX3CR1 (pp) S1PR2",,"0.913","false","pp","CX3CR1 (pp) S1PR2","0.171"
"28171","0.087",,"0.9",,,"pp",,"CX3CR1 (pp) FPR2",,"0.912","false","pp","CX3CR1 (pp) FPR2","0.119"
"28172",,,,,,"pp",,"CX3CR1 (pp) FLT3LG",,"0.464","false","pp","CX3CR1 (pp) FLT3LG","0.464"
"28173","0.098",,"0.9",,,"pp",,"CX3CR1 (pp) FPR1",,"0.912","false","pp","CX3CR1 (pp) FPR1","0.107"
"28174",,,"0.6",,,"pp",,"CX3CR1 (pp) CCL3",,"0.844","false","pp","CX3CR1 (pp) CCL3","0.626"
"28175",,,"0.6",,,"pp",,"CX3CR1 (pp) CCL18",,"0.752","false","pp","CX3CR1 (pp) CCL18","0.406"
"28176",,,"0.6",,,"pp",,"CX3CR1 (pp) CCL3L3",,"0.738","false","pp","CX3CR1 (pp) CCL3L3","0.372"
"28177","0.076",,"0.9",,,"pp",,"CX3CR1 (pp) CCL4",,"0.956","false","pp","CX3CR1 (pp) CCL4","0.565"
"28178",,,"0.9",,,"pp",,"CX3CR1 (pp) CCL4L1",,"0.928","false","pp","CX3CR1 (pp) CCL4L1","0.314"
"28179","0.062",,,,,"pp",,"TXNDC15 (pp) GYG2",,"0.433","false","pp","TXNDC15 (pp) GYG2","0.421"
"28180","0.339",,,,,"pp",,"FCGR2B (pp) CD163",,"0.674","false","pp","FCGR2B (pp) CD163","0.528"
"28181","0.231",,,,,"pp",,"FCGR2B (pp) HLA-DRB1",,"0.414","false","pp","FCGR2B (pp) HLA-DRB1","0.269"
"28182","0.317",,,,,"pp",,"FCGR2B (pp) CD300A",,"0.506","false","pp","FCGR2B (pp) CD300A","0.307"
"28183","0.389",,,,,"pp",,"FCGR2B (pp) MPEG1",,"0.498","false","pp","FCGR2B (pp) MPEG1","0.212"
"28184","0.161",,,,,"pp",,"FCGR2B (pp) CXCL9",,"0.459","false","pp","FCGR2B (pp) CXCL9","0.382"
"28185","0.28",,,,,"pp",,"FCGR2B (pp) TLR1",,"0.565","false","pp","FCGR2B (pp) TLR1","0.421"
"28186","0.384",,,,,"pp",,"FCGR2B (pp) NCF2",,"0.527","false","pp","FCGR2B (pp) NCF2","0.264"
"28187","0.514",,,,,"pp",,"FCGR2B (pp) FCGR3A",,"0.567","false","pp","FCGR2B (pp) FCGR3A","0.145"
"28188","0.448",,,,,"pp",,"FCGR2B (pp) MNDA",,"0.495","false","pp","FCGR2B (pp) MNDA","0.124"
"28189",,,,,,"pp",,"FCGR2B (pp) CD1B",,"0.511","false","pp","FCGR2B (pp) CD1B","0.511"
"28190","0.095",,,,,"pp",,"FCGR2B (pp) CD40",,"0.693","false","pp","FCGR2B (pp) CD40","0.674"
"28191","0.144",,,,,"pp",,"FCGR2B (pp) TREM2",,"0.424","false","pp","FCGR2B (pp) TREM2","0.355"
"28192","0.118",,,,,"pp",,"FCGR2B (pp) CXCR3",,"0.492","false","pp","FCGR2B (pp) CXCR3","0.447"
"28193","0.347",,,,,"pp",,"FCGR2B (pp) FGR",,"0.436","false","pp","FCGR2B (pp) FGR","0.171"
"28194","0.325",,,,,"pp",,"FCGR2B (pp) C1QC",,"0.468","false","pp","FCGR2B (pp) C1QC","0.244"
"28195","0.353",,,,,"pp",,"FCGR2B (pp) C1QA",,"0.461","false","pp","FCGR2B (pp) C1QA","0.2"
"28196","0.196",,,,,"pp",,"FCGR2B (pp) HLA-DQB1",,"0.48","false","pp","FCGR2B (pp) HLA-DQB1","0.38"
"28197","0.175",,"0.6",,,"pp",,"FCGR2B (pp) SYK",,"0.818","false","pp","FCGR2B (pp) SYK","0.493"
"28198","0.137",,,,,"pp",,"FCGR2B (pp) TNFSF13B",,"0.496","false","pp","FCGR2B (pp) TNFSF13B","0.44"
"28199","0.215",,,,,"pp",,"FCGR2B (pp) AIF1",,"0.568","false","pp","FCGR2B (pp) AIF1","0.473"
"28200",,,,,,"pp",,"FCGR2B (pp) FOXP3",,"0.732","false","pp","FCGR2B (pp) FOXP3","0.732"
"28201","0.328",,,,,"pp",,"FCGR2B (pp) GPR183",,"0.418","false","pp","FCGR2B (pp) GPR183","0.17"
"28202","0.36",,,,,"pp",,"FCGR2B (pp) CYBB",,"0.493","false","pp","FCGR2B (pp) CYBB","0.24"
"28203","0.098",,,,,"pp",,"FCGR2B (pp) CD83",,"0.525","false","pp","FCGR2B (pp) CD83","0.495"
"28204","0.137",,,,,"pp",,"FCGR2B (pp) TNFRSF4",,"0.406","false","pp","FCGR2B (pp) TNFRSF4","0.34"
"28205","0.375",,,,,"pp",,"FCGR2B (pp) LY86",,"0.494","false","pp","FCGR2B (pp) LY86","0.224"
"28206","0.102",,,,,"pp",,"FCGR2B (pp) IL2RA",,"0.453","false","pp","FCGR2B (pp) IL2RA","0.416"
"28207","0.178",,,,,"pp",,"FCGR2B (pp) TLR7",,"0.597","false","pp","FCGR2B (pp) TLR7","0.53"
"28208",,,,,,"pp",,"FCGR2B (pp) SDC1",,"0.498","false","pp","FCGR2B (pp) SDC1","0.498"
"28209","0.096",,,,,"pp",,"FCGR2B (pp) CD274",,"0.512","false","pp","FCGR2B (pp) CD274","0.482"
"28210","0.269",,"0.8",,,"pp",,"FCGR2B (pp) LILRB4",,"0.874","false","pp","FCGR2B (pp) LILRB4","0.211"
"28211","0.56",,"0.8",,,"pp",,"FCGR2B (pp) LILRB2",,"0.924","false","pp","FCGR2B (pp) LILRB2","0.214"
"28212","0.332",,,,,"pp",,"FCGR2B (pp) HLA-DRA",,"0.408","false","pp","FCGR2B (pp) HLA-DRA","0.15"
"28213","0.144",,"0.8",,,"pp",,"FCGR2B (pp) LILRA6",,"0.851","false","pp","FCGR2B (pp) LILRA6","0.204"
"28214","0.096",,,,,"pp",,"FCGR2B (pp) CD72",,"0.434","false","pp","FCGR2B (pp) CD72","0.4"
"28215","0.077",,,,,"pp",,"FCGR2B (pp) ITGA4",,"0.461","false","pp","FCGR2B (pp) ITGA4","0.441"
"28216","0.349",,,,,"pp",,"FCGR2B (pp) NCF4",,"0.447","false","pp","FCGR2B (pp) NCF4","0.186"
"28217","0.066",,,,,"pp",,"FCGR2B (pp) PDCD1LG2",,"0.416","false","pp","FCGR2B (pp) PDCD1LG2","0.4"
"28218","0.428",,,,,"pp",,"FCGR2B (pp) ITGB2",,"0.585","false","pp","FCGR2B (pp) ITGB2","0.303"
"28219","0.369",,,,,"pp",,"FCGR2B (pp) CSF2RB",,"0.465","false","pp","FCGR2B (pp) CSF2RB","0.187"
"28220","0.065",,"0.9",,,"pp",,"FCGR2B (pp) BCL6",,"0.923","false","pp","FCGR2B (pp) BCL6","0.249"
"28221","0.061",,,,,"pp",,"FCGR2B (pp) IL6",,"0.606","false","pp","FCGR2B (pp) IL6","0.598"
"28222","0.098",,,,,"pp",,"FCGR2B (pp) CXCR4",,"0.444","false","pp","FCGR2B (pp) CXCR4","0.409"
"28223","0.098",,,,,"pp",,"FCGR2B (pp) TLR6",,"0.435","false","pp","FCGR2B (pp) TLR6","0.4"
"28224","0.109",,,,,"pp",,"FCGR2B (pp) HLA-DQB2",,"0.455","false","pp","FCGR2B (pp) HLA-DQB2","0.413"
"28225","0.54",,,,,"pp",,"FCGR2B (pp) MS4A6A",,"0.566","false","pp","FCGR2B (pp) MS4A6A","0.095"
"28226","0.143",,,,,"pp",,"FCGR2B (pp) PRF1",,"0.462","false","pp","FCGR2B (pp) PRF1","0.398"
"28227","0.163",,,,,"pp",,"FCGR2B (pp) TNF",,"0.798","false","pp","FCGR2B (pp) TNF","0.769"
"28228","0.131",,"0.8",,,"pp",,"FCGR2B (pp) LILRA5",,"0.848","false","pp","FCGR2B (pp) LILRA5","0.198"
"28229","0.167",,"0.9","0.585",,"pp",,"FCGR2B (pp) INPP5D",,"0.974","false","pp","FCGR2B (pp) INPP5D","0.348"
"28230","0.155",,"0.8",,,"pp",,"FCGR2B (pp) LILRB5",,"0.825","false","pp","FCGR2B (pp) LILRB5","0.05"
"28231","0.076",,,,,"pp",,"FCGR2B (pp) IL10",,"0.69","false","pp","FCGR2B (pp) IL10","0.678"
"28232","0.322",,,,,"pp",,"FCGR2B (pp) SIGLEC9",,"0.414","false","pp","FCGR2B (pp) SIGLEC9","0.171"
"28233","0.126",,,"0.32",,"pp",,"FCGR2B (pp) LYN",,"0.64","false","pp","FCGR2B (pp) LYN","0.443"
"28234","0.1",,,,,"pp",,"FCGR2B (pp) TLR5",,"0.481","false","pp","FCGR2B (pp) TLR5","0.448"
"28235","0.082",,,,,"pp",,"FCGR2B (pp) CCR3",,"0.402","false","pp","FCGR2B (pp) CCR3","0.375"
"28236","0.348",,,,,"pp",,"FCGR2B (pp) ITGAM",,"0.895","false","pp","FCGR2B (pp) ITGAM","0.846"
"28237","0.533",,,,,"pp",,"FCGR2B (pp) HCK",,"0.608","false","pp","FCGR2B (pp) HCK","0.196"
"28238","0.248",,,,,"pp",,"FCGR2B (pp) ITGAX",,"0.847","false","pp","FCGR2B (pp) ITGAX","0.805"
"28239","0.183",,,,,"pp",,"FCGR2B (pp) MRC1",,"0.725","false","pp","FCGR2B (pp) MRC1","0.677"
"28240","0.312",,,,,"pp",,"FCGR2B (pp) CD300LF",,"0.436","false","pp","FCGR2B (pp) CD300LF","0.214"
"28241","0.229",,,,,"pp",,"FCGR2B (pp) CCL3",,"0.542","false","pp","FCGR2B (pp) CCL3","0.43"
"28242","0.33",,,,,"pp",,"FCGR2B (pp) CCL4",,"0.546","false","pp","FCGR2B (pp) CCL4","0.35"
"28243","0.36",,,,,"pp",,"FCGR2B (pp) BTK",,"0.551","false","pp","FCGR2B (pp) BTK","0.328"
"28244",,,,,,"pp",,"ZBTB18 (pp) COX20",,"0.651","false","pp","ZBTB18 (pp) COX20","0.651"
"28245","0.084",,,"0.08",,"pp",,"ZBTB18 (pp) EPHB6",,"0.421","false","pp","ZBTB18 (pp) EPHB6","0.368"
"28246",,,,,,"pp",,"FAM114A1 (pp) PHTF2",,"0.473","false","pp","FAM114A1 (pp) PHTF2","0.473"
"28247",,,,,,"pp",,"FHAD1 (pp) MVB12B",,"0.504","false","pp","FHAD1 (pp) MVB12B","0.504"
"28248",,,,,,"pp",,"FHAD1 (pp) UMODL1",,"0.548","false","pp","FHAD1 (pp) UMODL1","0.548"
"28249","0.062",,,,,"pp",,"CD163 (pp) STAT1",,"0.441","false","pp","CD163 (pp) STAT1","0.429"
"28250","0.224",,,,,"pp",,"CD163 (pp) CXCL9",,"0.536","false","pp","CD163 (pp) CXCL9","0.427"
"28251","0.221",,,,,"pp",,"CD163 (pp) TLR1",,"0.523","false","pp","CD163 (pp) TLR1","0.414"
"28252","0.551",,,,,"pp",,"CD163 (pp) FCGR3A",,"0.677","false","pp","CD163 (pp) FCGR3A","0.312"
"28253",,,,,,"pp",,"CD163 (pp) SPTA1",,"0.548","false","pp","CD163 (pp) SPTA1","0.548"
"28254",,,,,,"pp",,"CD163 (pp) CD1B",,"0.67","false","pp","CD163 (pp) CD1B","0.67"
"28255","0.189",,,,,"pp",,"CD163 (pp) S100A9",,"0.731","false","pp","CD163 (pp) S100A9","0.682"
"28256","0.175",,,"0.478",,"pp",,"CD163 (pp) FCGR1A",,"0.851","false","pp","CD163 (pp) FCGR1A","0.683"
"28257",,,,,,"pp",,"CD163 (pp) CD40",,"0.519","false","pp","CD163 (pp) CD40","0.519"
"28258","0.187",,,,,"pp",,"CD163 (pp) TREM2",,"0.419","false","pp","CD163 (pp) TREM2","0.315"
"28259","0.678",,,,,"pp",,"CD163 (pp) C1QC",,"0.737","false","pp","CD163 (pp) C1QC","0.217"
"28260","0.785",,,,,"pp",,"CD163 (pp) C1QA",,"0.826","false","pp","CD163 (pp) C1QA","0.224"
"28261","0.824",,,,,"pp",,"CD163 (pp) VSIG4",,"0.87","false","pp","CD163 (pp) VSIG4","0.294"
"28262","0.139",,,,,"pp",,"CD163 (pp) AIF1",,"0.603","false","pp","CD163 (pp) AIF1","0.558"
"28263",,,,,,"pp",,"CD163 (pp) FOXP3",,"0.583","false","pp","CD163 (pp) FOXP3","0.583"
"28264","0.147",,,,,"pp",,"CD163 (pp) TNFRSF1B",,"0.456","false","pp","CD163 (pp) TNFRSF1B","0.389"
"28265",,,,,,"pp",,"CD163 (pp) CD83",,"0.506","false","pp","CD163 (pp) CD83","0.506"
"28266","0.117",,,,,"pp",,"CD163 (pp) TLR7",,"0.488","false","pp","CD163 (pp) TLR7","0.444"
"28267","0.061",,,,,"pp",,"CD163 (pp) CD274",,"0.59","false","pp","CD163 (pp) CD274","0.582"
"28268","0.674",,,,,"pp",,"CD163 (pp) LILRB2",,"0.717","false","pp","CD163 (pp) LILRB2","0.17"
"28269","0.228",,,,,"pp",,"CD163 (pp) CCL8",,"0.431","false","pp","CD163 (pp) CCL8","0.294"
